,bankroll,alpha,binarize,fit_priorbool,span_value,test_size_value,ROI,Number_of_bets,0
93,,0.01,0.1,True,0.2,4,-0.0888760806916425,694,38.32000000000011
94,,0.01,0.1,True,0.2,5,-0.08638596491228052,285,75.38000000000005
95,,0.01,0.1,True,0.2,6,-0.0895804195804194,286,74.38000000000005
96,,0.01,0.1,True,0.2,7,-0.10522336769759433,291,69.38000000000005
97,,0.01,0.1,True,0.2,8,-0.10656357388316133,291,68.99000000000005
98,,0.01,0.1,True,0.2,9,-0.11217391304347817,644,27.760000000000062
99,,0.01,0.1,True,0.2,10,-0.10320689655172396,290,70.07000000000005
100,,0.01,0.1,True,0.3,1,-0.36249190938511316,1545,-460.04999999999984
101,,0.01,0.1,True,0.3,2,-0.41140311804008917,449,-84.72000000000001
102,,0.01,0.1,True,0.3,3,-0.41008928571428577,448,-83.72000000000001
103,,0.01,0.1,True,0.3,4,-0.4154835390946503,972,-303.8500000000001
104,,0.01,0.1,True,0.3,5,-0.41008928571428577,448,-83.72000000000001
105,,0.01,0.1,True,0.3,6,-0.38373205741626804,418,-60.40000000000002
106,,0.01,0.1,True,0.3,7,-0.3528700906344411,662,-133.6
107,,0.01,0.1,True,0.3,8,-0.38666666666666677,420,-62.40000000000002
108,,0.01,0.1,True,0.3,9,-0.38666666666666677,420,-62.40000000000002
109,,0.01,0.1,True,0.3,10,-0.42610766045548654,966,-311.62
110,,0.01,0.1,True,0.4,1,-0.533616504854369,2060,-999.25
111,,0.01,0.1,True,0.4,2,-0.4905016722408027,1495,-633.3000000000001
112,,0.01,0.1,True,0.4,3,-0.5241568836712913,1874,-882.27
113,,0.01,0.1,True,0.4,4,-0.4878468208092486,1384,-575.1800000000001
114,,0.01,0.1,True,0.4,5,-0.49628008752735225,1371,-580.4
115,,0.01,0.1,True,0.4,6,-0.5022956909361069,1346,-576.0899999999999
116,,0.01,0.1,True,0.4,7,-0.5149969567863664,1643,-746.1399999999999
117,,0.01,0.1,True,0.4,8,-0.5072384615384614,1300,-559.4099999999999
118,,0.01,0.1,True,0.4,9,-0.5141686182669789,1281,-558.65
119,,0.01,0.1,True,0.4,10,-0.5155812101910827,1256,-547.5699999999999
120,,0.01,0.1,False,0.1,1,-0.11509727626459146,514,40.83999999999999
121,,0.01,0.1,False,0.1,2,-0.15244755244755243,143,78.2
122,,0.01,0.1,False,0.1,3,-0.1682300884955754,113,80.98999999999998
123,,0.01,0.1,False,0.1,4,-0.1682300884955754,113,80.98999999999998
124,,0.01,0.1,False,0.1,5,-0.17776785714285737,112,80.08999999999997
125,,0.01,0.1,False,0.1,6,-0.11261194029850749,134,84.91
126,,0.01,0.1,False,0.1,7,-0.11416058394160584,137,84.36
127,,0.01,0.1,False,0.1,8,0.01784126984127008,315,105.62000000000008
128,,0.01,0.1,False,0.1,9,-0.127925925925926,135,82.72999999999999
129,,0.01,0.1,False,0.1,10,0.024511784511784755,297,107.28000000000007
130,,0.01,0.1,False,0.2,1,-0.06672222222222216,1080,27.94000000000007
131,,0.01,0.1,False,0.2,2,-0.09099719101123577,712,35.210000000000136
132,,0.01,0.1,False,0.2,3,-0.09743859649122791,285,72.23000000000005
133,,0.01,0.1,False,0.2,4,-0.07668711656441703,652,50.0000000000001
134,,0.01,0.1,False,0.2,5,-0.1015850144092218,694,29.50000000000007
135,,0.01,0.1,False,0.2,6,-0.09275261324041793,287,73.38000000000005
136,,0.01,0.1,False,0.2,7,-0.10668941979522166,293,68.74000000000005
137,,0.01,0.1,False,0.2,8,-0.10656357388316133,291,68.99000000000005
138,,0.01,0.1,False,0.2,9,-0.11217391304347817,644,27.760000000000062
139,,0.01,0.1,False,0.2,10,-0.12731554160125588,637,18.900000000000013
140,,0.01,0.1,False,0.3,1,-0.36805481283422453,1496,-450.6099999999999
141,,0.01,0.1,False,0.3,2,-0.41140311804008917,449,-84.72000000000001
142,,0.01,0.1,False,0.3,3,-0.40955263157894733,380,-55.63000000000001
143,,0.01,0.1,False,0.3,4,-0.3841383989145183,737,-183.10999999999996
144,,0.01,0.1,False,0.3,5,-0.41301431801055005,1327,-448.06999999999994
145,,0.01,0.1,False,0.3,6,-0.4131264367816092,1305,-439.13
146,,0.01,0.1,False,0.3,7,-0.3895734597156399,422,-64.40000000000002
147,,0.01,0.1,False,0.3,8,-0.4294939271255061,988,-324.34000000000003
148,,0.01,0.1,False,0.3,9,-0.40742424242424236,1188,-384.0199999999999
149,,0.01,0.1,False,0.3,10,-0.4025324114088158,1157,-365.7299999999999
150,,0.01,0.1,False,0.4,1,-0.5378639391056137,2102,-1030.59
151,,0.01,0.1,False,0.4,2,-0.5031660899653978,578,-190.82999999999996
152,,0.01,0.1,False,0.4,3,-0.48662043795620435,1370,-566.67
153,,0.01,0.1,False,0.4,4,-0.5070805739514348,1812,-818.8299999999999
154,,0.01,0.1,False,0.4,5,-0.4952700729927007,1370,-578.52
155,,0.01,0.1,False,0.4,6,-0.5077472527472526,546,-177.22999999999996
156,,0.01,0.1,False,0.4,7,-0.49739229024943304,1323,-558.05
157,,0.01,0.1,False,0.4,8,-0.5089761354888375,1299,-561.1599999999999
158,,0.01,0.1,False,0.4,9,-0.5119392523364485,1284,-557.3299999999999
159,,0.01,0.1,False,0.4,10,-0.5117460317460317,1260,-544.8
160,,0.01,0.5,True,0.1,1,-0.1093207547169811,530,42.06000000000002
161,,0.01,0.5,True,0.1,2,-0.12902985074626871,134,82.71
162,,0.01,0.5,True,0.1,3,-0.12902985074626871,134,82.71
163,,0.01,0.5,True,0.1,4,-0.1682300884955754,113,80.98999999999998
164,,0.01,0.5,True,0.1,5,-0.10103703703703704,135,86.36
165,,0.01,0.5,True,0.1,6,-0.10103703703703704,135,86.36
166,,0.01,0.5,True,0.1,7,-0.2131531531531534,111,76.33999999999997
167,,0.01,0.5,True,0.1,8,-0.20600000000000024,110,77.33999999999997
168,,0.01,0.5,True,0.1,9,0.009967105263158133,304,103.03000000000007
169,,0.01,0.5,True,0.1,10,0.02929530201342307,298,108.73000000000008
170,,0.01,0.5,True,0.2,1,-0.0605042016806722,1071,35.200000000000074
171,,0.01,0.5,True,0.2,2,-0.098931506849315,730,27.780000000000065
172,,0.01,0.5,True,0.2,3,-0.110299003322259,301,66.80000000000004
173,,0.01,0.5,True,0.2,4,-0.07526881720430093,651,51.0000000000001
174,,0.01,0.5,True,0.2,5,-0.10287769784172651,695,28.50000000000007
175,,0.01,0.5,True,0.2,6,-0.09275261324041793,287,73.38000000000005
176,,0.01,0.5,True,0.2,7,-0.09903114186851193,289,71.38000000000005
177,,0.01,0.5,True,0.2,8,-0.10817241379310327,290,68.63000000000005
178,,0.01,0.5,True,0.2,9,-0.11217391304347817,644,27.760000000000062
179,,0.01,0.5,True,0.2,10,-0.10628865979381426,291,69.07000000000005
180,,0.01,0.5,True,0.3,1,-0.3645366169799092,1543,-462.4799999999999
181,,0.01,0.5,True,0.3,2,-0.4001082055906222,1109,-343.72
182,,0.01,0.5,True,0.3,3,-0.41008928571428577,448,-83.72000000000001
183,,0.01,0.5,True,0.3,4,-0.38225419664268595,417,-59.40000000000002
184,,0.01,0.5,True,0.3,5,-0.38225419664268595,417,-59.40000000000002
185,,0.01,0.5,True,0.3,6,-0.4131264367816092,1305,-439.13
186,,0.01,0.5,True,0.3,7,-0.3895734597156399,422,-64.40000000000002
187,,0.01,0.5,True,0.3,8,-0.38666666666666677,420,-62.40000000000002
188,,0.01,0.5,True,0.3,9,-0.4313163265306123,980,-322.69000000000005
189,,0.01,0.5,True,0.3,10,-0.42610766045548654,966,-311.62
190,,0.01,0.5,True,0.4,1,-0.5346109510086455,2082,-1013.06
191,,0.01,0.5,True,0.4,2,-0.48920454545454545,1496,-631.85
192,,0.01,0.5,True,0.4,3,-0.4894101508916323,1458,-613.56
193,,0.01,0.5,True,0.4,4,-0.5058527341635084,1847,-834.31
194,,0.01,0.5,True,0.4,5,-0.509771332961517,1793,-814.02
195,,0.01,0.5,True,0.4,6,-0.5138786764705882,544,-179.54999999999995
196,,0.01,0.5,True,0.4,7,-0.5145620437956203,548,-181.97999999999996
197,,0.01,0.5,True,0.4,8,-0.5072384615384614,1300,-559.4099999999999
198,,0.01,0.5,True,0.4,9,-0.5145475819032761,1282,-559.65
199,,0.01,0.5,True,0.4,10,-0.5133042096902304,1259,-546.25
200,,0.01,0.5,False,0.1,1,-0.10603809523809525,525,44.32999999999999
201,,0.01,0.5,False,0.1,2,-0.12902985074626871,134,82.71
202,,0.01,0.5,False,0.1,3,-0.1682300884955754,113,80.98999999999998
203,,0.01,0.5,False,0.1,4,0.060284810126582586,316,119.0500000000001
204,,0.01,0.5,False,0.1,5,-0.17776785714285737,112,80.08999999999997
205,,0.01,0.5,False,0.1,6,-0.17776785714285737,112,80.08999999999997
206,,0.01,0.5,False,0.1,7,-0.11416058394160584,137,84.36
207,,0.01,0.5,False,0.1,8,-0.0814285714285714,210,82.9
208,,0.01,0.5,False,0.1,9,0.009967105263158133,304,103.03000000000007
209,,0.01,0.5,False,0.1,10,0.0031835205992511812,267,100.85000000000007
210,,0.01,0.5,False,0.2,1,-0.06931623931623926,1053,27.010000000000062
211,,0.01,0.5,False,0.2,2,-0.09521320495185683,727,30.780000000000094
212,,0.01,0.5,False,0.2,3,-0.06771428571428549,245,83.41000000000005
213,,0.01,0.5,False,0.2,4,-0.07526881720430093,651,51.0000000000001
214,,0.01,0.5,False,0.2,5,-0.08638596491228052,285,75.38000000000005
215,,0.01,0.5,False,0.2,6,-0.0895804195804194,286,74.38000000000005
216,,0.01,0.5,False,0.2,7,-0.11444776119402973,670,23.32000000000007
217,,0.01,0.5,False,0.2,8,-0.10508650519031124,289,69.63000000000005
218,,0.01,0.5,False,0.2,9,-0.1107931570762052,643,28.760000000000062
219,,0.01,0.5,False,0.2,10,-0.1300469483568075,639,16.900000000000013
220,,0.01,0.5,False,0.3,1,-0.35932007697241813,1559,-460.17999999999984
221,,0.01,0.5,False,0.3,2,-0.41140311804008917,449,-84.72000000000001
222,,0.01,0.5,False,0.3,3,-0.41140311804008917,449,-84.72000000000001
223,,0.01,0.5,False,0.3,4,-0.41008928571428577,448,-83.72000000000001
224,,0.01,0.5,False,0.3,5,-0.41301431801055005,1327,-448.06999999999994
225,,0.01,0.5,False,0.3,6,-0.41008928571428577,448,-83.72000000000001
226,,0.01,0.5,False,0.3,7,-0.3895734597156399,422,-64.40000000000002
227,,0.01,0.5,False,0.3,8,-0.38666666666666677,420,-62.40000000000002
228,,0.01,0.5,False,0.3,9,-0.4313163265306123,980,-322.69000000000005
229,,0.01,0.5,False,0.3,10,-0.42610766045548654,966,-311.62
230,,0.01,0.5,False,0.4,1,-0.5343192713326941,2086,-1014.5899999999999
231,,0.01,0.5,False,0.4,2,-0.48920454545454545,1496,-631.85
232,,0.01,0.5,False,0.4,3,-0.4890597117364447,1457,-612.56
233,,0.01,0.5,False,0.4,4,-0.48747650036153295,1383,-574.1800000000001
234,,0.01,0.5,False,0.4,5,-0.4905819730305181,1409,-591.23
235,,0.01,0.5,False,0.4,6,-0.5016419019316493,1346,-575.2099999999999
236,,0.01,0.5,False,0.4,7,-0.4977719033232628,1324,-559.05
237,,0.01,0.5,False,0.4,8,-0.5072384615384614,1300,-559.4099999999999
238,,0.01,0.5,False,0.4,9,-0.5152340093603744,1282,-560.53
239,,0.01,0.5,False,0.4,10,-0.5117460317460317,1260,-544.8
240,,0.01,1.0,True,0.1,1,-0.09102316602316605,518,52.84999999999998
241,,0.01,1.0,True,0.1,2,-0.15244755244755243,143,78.2
242,,0.01,1.0,True,0.1,3,-0.15244755244755243,143,78.2
243,,0.01,1.0,True,0.1,4,-0.1682300884955754,113,80.98999999999998
244,,0.01,1.0,True,0.1,5,-0.17776785714285737,112,80.08999999999997
245,,0.01,1.0,True,0.1,6,-0.16336283185840728,113,81.53999999999998
246,,0.01,1.0,True,0.1,7,-0.1256617647058824,136,82.91
247,,0.01,1.0,True,0.1,8,-0.127925925925926,135,82.72999999999999
248,,0.01,1.0,True,0.1,9,-0.14065693430656942,137,80.72999999999999
249,,0.01,1.0,True,0.1,10,-0.13433823529411773,136,81.72999999999999
250,,0.01,1.0,True,0.2,1,-0.07227741330834109,1067,22.880000000000067
251,,0.01,1.0,True,0.2,2,-0.06151639344262274,244,84.99000000000005
252,,0.01,1.0,True,0.2,3,-0.07978813559322023,708,43.510000000000076
253,,0.01,1.0,True,0.2,4,-0.08897887323943646,284,74.73000000000005
254,,0.01,1.0,True,0.2,5,-0.05615702479338821,242,86.41000000000005
255,,0.01,1.0,True,0.2,6,-0.0959027777777776,288,72.38000000000005
256,,0.01,1.0,True,0.2,7,-0.10522336769759433,291,69.38000000000005
257,,0.01,1.0,True,0.2,8,-0.10197916666666648,288,70.63000000000005
258,,0.01,1.0,True,0.2,9,-0.10508650519031124,289,69.63000000000005
259,,0.01,1.0,True,0.2,10,-0.13185714285714284,630,16.930000000000014
260,,0.01,1.0,True,0.3,1,-0.362078947368421,1520,-450.3599999999999
261,,0.01,1.0,True,0.3,2,-0.40317689530685924,1108,-346.72
262,,0.01,1.0,True,0.3,3,-0.41140311804008917,449,-84.72000000000001
263,,0.01,1.0,True,0.3,4,-0.41430355427473586,1041,-331.29
264,,0.01,1.0,True,0.3,5,-0.41301431801055005,1327,-448.06999999999994
265,,0.01,1.0,True,0.3,6,-0.3918465227817747,417,-63.40000000000002
266,,0.01,1.0,True,0.3,7,-0.3895734597156399,422,-64.40000000000002
267,,0.01,1.0,True,0.3,8,-0.41008928571428577,448,-83.72000000000001
268,,0.01,1.0,True,0.3,9,-0.38666666666666677,420,-62.40000000000002
269,,0.01,1.0,True,0.3,10,-0.42610766045548654,966,-311.62
270,,0.01,1.0,True,0.4,1,-0.5306207892204042,2078,-1002.6299999999999
271,,0.01,1.0,True,0.4,2,-0.5031660899653978,578,-190.82999999999996
272,,0.01,1.0,True,0.4,3,-0.4890597117364447,1457,-612.56
273,,0.01,1.0,True,0.4,4,-0.4878468208092486,1384,-575.1800000000001
274,,0.01,1.0,True,0.4,5,-0.4932265112891479,1373,-577.2
275,,0.01,1.0,True,0.4,6,-0.5178106508875739,1690,-775.0999999999999
276,,0.01,1.0,True,0.4,7,-0.49607547169811317,1325,-557.3
277,,0.01,1.0,True,0.4,8,-0.5089761354888375,1299,-561.1599999999999
278,,0.01,1.0,True,0.4,9,-0.5137022603273577,1283,-559.0799999999999
279,,0.01,1.0,True,0.4,10,-0.5113582208101668,1259,-543.8
280,,0.01,1.0,False,0.1,1,-0.10120155038759694,516,47.77999999999998
281,,0.01,1.0,False,0.1,2,0.012458563535911892,362,104.5100000000001
282,,0.01,1.0,False,0.1,3,-0.15244755244755243,143,78.2
283,,0.01,1.0,False,0.1,4,0.060284810126582586,316,119.0500000000001
284,,0.01,1.0,False,0.1,5,-0.11261194029850749,134,84.91
285,,0.01,1.0,False,0.1,6,-0.11261194029850749,134,84.91
286,,0.01,1.0,False,0.1,7,-0.1256617647058824,136,82.91
287,,0.01,1.0,False,0.1,8,-0.20600000000000024,110,77.33999999999997
288,,0.01,1.0,False,0.1,9,-0.20600000000000024,110,77.33999999999997
289,,0.01,1.0,False,0.1,10,-0.12277372262773728,137,83.17999999999999
290,,0.01,1.0,False,0.2,1,-0.06105860113421547,1058,35.400000000000034
291,,0.01,1.0,False,0.2,2,-0.06534693877551,245,83.99000000000005
292,,0.01,1.0,False,0.2,3,-0.110299003322259,301,66.80000000000004
293,,0.01,1.0,False,0.2,4,-0.09534965034965019,286,72.73000000000005
294,,0.01,1.0,False,0.2,5,-0.0895804195804194,286,74.38000000000005
295,,0.01,1.0,False,0.2,6,-0.09432525951557076,289,72.74000000000005
296,,0.01,1.0,False,0.2,7,-0.10213793103448258,290,70.38000000000005
297,,0.01,1.0,False,0.2,8,-0.10508650519031124,289,69.63000000000005
298,,0.01,1.0,False,0.2,9,-0.11217391304347817,644,27.760000000000062
299,,0.01,1.0,False,0.2,10,-0.11584507042253503,284,67.10000000000005
300,,0.01,1.0,False,0.3,1,-0.3630270610446821,1589,-476.8499999999998
301,,0.01,1.0,False,0.3,2,-0.41008928571428577,448,-83.72000000000001
302,,0.01,1.0,False,0.3,3,-0.41140311804008917,449,-84.72000000000001
303,,0.01,1.0,False,0.3,4,-0.38225419664268595,417,-59.40000000000002
304,,0.01,1.0,False,0.3,5,-0.4214948453608247,1358,-472.39
305,,0.01,1.0,False,0.3,6,-0.41582104228121924,1017,-322.89
306,,0.01,1.0,False,0.3,7,-0.3895734597156399,422,-64.40000000000002
307,,0.01,1.0,False,0.3,8,-0.38666666666666677,420,-62.40000000000002
308,,0.01,1.0,False,0.3,9,-0.4348212461695608,979,-325.69000000000005
309,,0.01,1.0,False,0.3,10,-0.3854631828978623,421,-62.280000000000015
310,,0.01,1.0,False,0.4,1,-0.5438454011741682,2044,-1011.6199999999999
311,,0.01,1.0,False,0.4,2,-0.48920454545454545,1496,-631.85
312,,0.01,1.0,False,0.4,3,-0.4878752570253598,1459,-611.81
313,,0.01,1.0,False,0.4,4,-0.509796672828096,541,-175.79999999999995
314,,0.01,1.0,False,0.4,5,-0.49486151603498535,1372,-578.9499999999999
315,,0.01,1.0,False,0.4,6,-0.5077472527472526,546,-177.22999999999996
316,,0.01,1.0,False,0.4,7,-0.4981996974281391,1322,-558.6199999999999
317,,0.01,1.0,False,0.4,8,-0.5088239815526517,1301,-561.9799999999999
318,,0.01,1.0,False,0.4,9,-0.5119392523364485,1284,-557.3299999999999
319,,0.01,1.0,False,0.4,10,-0.5140175019888623,1257,-546.1199999999999
320,,0.01,10.0,True,0.1,1,-0.09234732824427482,524,51.61
321,,0.01,10.0,True,0.1,2,-0.12902985074626871,134,82.71
322,,0.01,10.0,True,0.1,3,-0.12902985074626871,134,82.71
323,,0.01,10.0,True,0.1,4,-0.12248120300751884,133,83.71
324,,0.01,10.0,True,0.1,5,-0.10103703703703704,135,86.36
325,,0.01,10.0,True,0.1,6,-0.11261194029850749,134,84.91
326,,0.01,10.0,True,0.1,7,-0.19830357142857163,112,77.78999999999998
327,,0.01,10.0,True,0.1,8,-0.127925925925926,135,82.72999999999999
328,,0.01,10.0,True,0.1,9,-0.127925925925926,135,82.72999999999999
329,,0.01,10.0,True,0.1,10,0.024511784511784755,297,107.28000000000007
330,,0.01,10.0,True,0.2,1,-0.06619186046511624,1032,31.69000000000004
331,,0.01,10.0,True,0.2,2,-0.09354341736694659,714,33.210000000000136
332,,0.01,10.0,True,0.2,3,-0.08552486187845293,724,38.080000000000084
333,,0.01,10.0,True,0.2,4,-0.11067328918322299,906,-0.27000000000002444
334,,0.01,10.0,True,0.2,5,-0.1015850144092218,694,29.50000000000007
335,,0.01,10.0,True,0.2,6,-0.09275261324041793,287,73.38000000000005
336,,0.01,10.0,True,0.2,7,-0.10213793103448258,290,70.38000000000005
337,,0.01,10.0,True,0.2,8,-0.10508650519031124,289,69.63000000000005
338,,0.01,10.0,True,0.2,9,-0.10508650519031124,289,69.63000000000005
339,,0.01,10.0,True,0.2,10,-0.12731554160125588,637,18.900000000000013
340,,0.01,10.0,True,0.3,1,-0.372766481823783,1623,-504.9999999999999
341,,0.01,10.0,True,0.3,2,-0.4036753856472166,1491,-501.88
342,,0.01,10.0,True,0.3,3,-0.38631428571428583,350,-35.21000000000002
343,,0.01,10.0,True,0.3,4,-0.41008928571428577,448,-83.72000000000001
344,,0.01,10.0,True,0.3,5,-0.38225419664268595,417,-59.40000000000002
345,,0.01,10.0,True,0.3,6,-0.41582104228121924,1017,-322.89
346,,0.01,10.0,True,0.3,7,-0.3895734597156399,422,-64.40000000000002
347,,0.01,10.0,True,0.3,8,-0.38666666666666677,420,-62.40000000000002
348,,0.01,10.0,True,0.3,9,-0.38666666666666677,420,-62.40000000000002
349,,0.01,10.0,True,0.3,10,-0.3854631828978623,421,-62.280000000000015
350,,0.01,10.0,True,0.4,1,-0.5368822708236388,2149,-1053.7599999999998
351,,0.01,10.0,True,0.4,2,-0.5031660899653978,578,-190.82999999999996
352,,0.01,10.0,True,0.4,3,-0.5224553571428571,448,-134.05999999999997
353,,0.01,10.0,True,0.4,4,-0.5031660899653978,578,-190.82999999999996
354,,0.01,10.0,True,0.4,5,-0.49486151603498535,1372,-578.9499999999999
355,,0.01,10.0,True,0.4,6,-0.5212806026365348,1593,-730.3999999999999
356,,0.01,10.0,True,0.4,7,-0.4977719033232628,1324,-559.05
357,,0.01,10.0,True,0.4,8,-0.5089761354888375,1299,-561.1599999999999
358,,0.01,10.0,True,0.4,9,-0.5174764890282131,1276,-560.3
359,,0.01,10.0,True,0.4,10,-0.5135424940428911,1259,-546.55
360,,0.01,10.0,False,0.1,1,-0.10159176029962548,534,45.74999999999999
361,,0.01,10.0,False,0.1,2,-0.15244755244755243,143,78.2
362,,0.01,10.0,False,0.1,3,-0.15244755244755243,143,78.2
363,,0.01,10.0,False,0.1,4,0.05952153110047859,418,124.88000000000005
364,,0.01,10.0,False,0.1,5,-0.17776785714285737,112,80.08999999999997
365,,0.01,10.0,False,0.1,6,-0.11261194029850749,134,84.91
366,,0.01,10.0,False,0.1,7,-0.1256617647058824,136,82.91
367,,0.01,10.0,False,0.1,8,0.01784126984127008,315,105.62000000000008
368,,0.01,10.0,False,0.1,9,-0.20600000000000024,110,77.33999999999997
369,,0.01,10.0,False,0.1,10,-0.13433823529411773,136,81.72999999999999
370,,0.01,10.0,False,0.2,1,-0.06300567107750467,1058,33.34000000000006
371,,0.01,10.0,False,0.2,2,-0.110299003322259,301,66.80000000000004
372,,0.01,10.0,False,0.2,3,-0.09743859649122791,285,72.23000000000005
373,,0.01,10.0,False,0.2,4,-0.11617161716171603,303,64.80000000000004
374,,0.01,10.0,False,0.2,5,-0.09275261324041793,287,73.38000000000005
375,,0.01,10.0,False,0.2,6,-0.08638596491228052,285,75.38000000000005
376,,0.01,10.0,False,0.2,7,-0.11576751117734713,671,22.32000000000007
377,,0.01,10.0,False,0.2,8,-0.1143471582181259,651,25.560000000000045
378,,0.01,10.0,False,0.2,9,-0.10817241379310327,290,68.63000000000005
379,,0.01,10.0,False,0.2,10,-0.059567099567099345,231,86.24000000000005
380,,0.01,10.0,False,0.3,1,-0.36862112586970264,1581,-482.78999999999985
381,,0.01,10.0,False,0.3,2,-0.41140311804008917,449,-84.72000000000001
382,,0.01,10.0,False,0.3,3,-0.41140311804008917,449,-84.72000000000001
383,,0.01,10.0,False,0.3,4,-0.40778839088905217,1361,-455.0
384,,0.01,10.0,False,0.3,5,-0.41008928571428577,448,-83.72000000000001
385,,0.01,10.0,False,0.3,6,-0.3747337278106509,676,-153.32
386,,0.01,10.0,False,0.3,7,-0.3528700906344411,662,-133.6
387,,0.01,10.0,False,0.3,8,-0.3869679300291546,343,-32.73000000000003
388,,0.01,10.0,False,0.3,9,-0.38666666666666677,420,-62.40000000000002
389,,0.01,10.0,False,0.3,10,-0.42610766045548654,966,-311.62
390,,0.01,10.0,False,0.4,1,-0.5321787439613526,2070,-1001.6099999999999
391,,0.01,10.0,False,0.4,2,-0.48920454545454545,1496,-631.85
392,,0.01,10.0,False,0.4,3,-0.5244106666666667,1875,-883.27
393,,0.01,10.0,False,0.4,4,-0.48887843704775696,1382,-575.6300000000001
394,,0.01,10.0,False,0.4,5,-0.5149800342270393,1753,-802.7599999999999
395,,0.01,10.0,False,0.4,6,-0.5008463251670378,1347,-574.6399999999999
396,,0.01,10.0,False,0.4,7,-0.4977719033232628,1324,-559.05
397,,0.01,10.0,False,0.4,8,-0.5104853620955315,1298,-562.6099999999999
398,,0.01,10.0,False,0.4,9,-0.5119392523364485,1284,-557.3299999999999
399,,0.01,10.0,False,0.4,10,-0.5331694352159468,1505,-702.42
400,,0.1,0.01,True,0.1,1,-0.10641904761904761,525,44.13000000000001
401,,0.1,0.01,True,0.1,2,-0.18672566371681437,113,78.89999999999998
402,,0.1,0.01,True,0.1,3,-0.1682300884955754,113,80.98999999999998
403,,0.1,0.01,True,0.1,4,0.06466876971608865,317,120.5000000000001
404,,0.1,0.01,True,0.1,5,0.02800000000000025,315,108.82000000000008
405,,0.1,0.01,True,0.1,6,-0.10103703703703704,135,86.36
406,,0.1,0.01,True,0.1,7,-0.1256617647058824,136,82.91
407,,0.1,0.01,True,0.1,8,-0.127925925925926,135,82.72999999999999
408,,0.1,0.01,True,0.1,9,-0.008458781362006963,279,97.64000000000006
409,,0.1,0.01,True,0.1,10,-0.13433823529411773,136,81.72999999999999
410,,0.1,0.01,True,0.2,1,-0.06760643330179746,1057,28.54000000000009
411,,0.1,0.01,True,0.2,2,-0.098931506849315,730,27.780000000000065
412,,0.1,0.01,True,0.2,3,-0.07978813559322023,708,43.510000000000076
413,,0.1,0.01,True,0.2,4,-0.10045243619489556,862,13.410000000000018
414,,0.1,0.01,True,0.2,5,-0.052240663900414715,241,87.41000000000005
415,,0.1,0.01,True,0.2,6,-0.0895804195804194,286,74.38000000000005
416,,0.1,0.01,True,0.2,7,-0.10213793103448258,290,70.38000000000005
417,,0.1,0.01,True,0.2,8,-0.057458333333333125,240,86.21000000000005
418,,0.1,0.01,True,0.2,9,-0.10817241379310327,290,68.63000000000005
419,,0.1,0.01,True,0.2,10,-0.10957446808510621,282,69.10000000000005
420,,0.1,0.01,True,0.3,1,-0.36508985879332473,1558,-468.8099999999999
421,,0.1,0.01,True,0.3,2,-0.41008928571428577,448,-83.72000000000001
422,,0.1,0.01,True,0.3,3,-0.4214246575342466,1095,-361.46000000000004
423,,0.1,0.01,True,0.3,4,-0.38225419664268595,417,-59.40000000000002
424,,0.1,0.01,True,0.3,5,-0.4285527544351074,1071,-358.98
425,,0.1,0.01,True,0.3,6,-0.38373205741626804,418,-60.40000000000002
426,,0.1,0.01,True,0.3,7,-0.3895734597156399,422,-64.40000000000002
427,,0.1,0.01,True,0.3,8,-0.4294939271255061,988,-324.34000000000003
428,,0.1,0.01,True,0.3,9,-0.38666666666666677,420,-62.40000000000002
429,,0.1,0.01,True,0.3,10,-0.4025324114088158,1157,-365.7299999999999
430,,0.1,0.01,True,0.4,1,-0.5351952227836472,2177,-1065.12
431,,0.1,0.01,True,0.4,2,-0.5031660899653978,578,-190.82999999999996
432,,0.1,0.01,True,0.4,3,-0.49157635467980293,1421,-598.53
433,,0.1,0.01,True,0.4,4,-0.48257905832747716,1423,-586.71
434,,0.1,0.01,True,0.4,5,-0.5128782287822877,542,-177.97999999999996
435,,0.1,0.01,True,0.4,6,-0.5008463251670378,1347,-574.6399999999999
436,,0.1,0.01,True,0.4,7,-0.4956326530612244,1225,-507.1499999999999
437,,0.1,0.01,True,0.4,8,-0.5122120658135283,547,-180.17999999999995
438,,0.1,0.01,True,0.4,9,-0.5137051039697541,529,-171.74999999999994
439,,0.1,0.01,True,0.4,10,-0.5117460317460317,1260,-544.8
440,,0.1,0.01,False,0.1,1,-0.0956822429906542,535,48.81
441,,0.1,0.01,False,0.1,2,-0.12902985074626871,134,82.71
442,,0.1,0.01,False,0.1,3,-0.15244755244755243,143,78.2
443,,0.1,0.01,False,0.1,4,-0.12248120300751884,133,83.71
444,,0.1,0.01,False,0.1,5,0.020028901734104352,346,106.9300000000001
445,,0.1,0.01,False,0.1,6,-0.11261194029850749,134,84.91
446,,0.1,0.01,False,0.1,7,-0.1256617647058824,136,82.91
447,,0.1,0.01,False,0.1,8,0.013280254777070295,314,104.17000000000007
