,bankroll,alpha,binarize,fit_priorbool,span_value,test_size_value,ROI,Number_of_bets,0
1065,,0.5,1.0,True,0.3,6,-0.38373205741626804,418,-60.40000000000002
1066,,0.5,1.0,True,0.3,7,-0.41008928571428577,448,-83.72000000000001
1067,,0.5,1.0,True,0.3,8,-0.38666666666666677,420,-62.40000000000002
1068,,0.5,1.0,True,0.3,9,-0.4313163265306123,980,-322.69000000000005
1069,,0.5,1.0,True,0.3,10,-0.42610766045548654,966,-311.62
1070,,0.5,1.0,True,0.4,1,-0.5277761904761904,2100,-1008.3299999999999
1071,,0.5,1.0,True,0.4,2,-0.49082248115147364,1459,-616.11
1072,,0.5,1.0,True,0.4,3,-0.5209357030841609,1913,-896.55
1073,,0.5,1.0,True,0.4,4,-0.5083268912203203,1811,-820.5799999999999
1074,,0.5,1.0,True,0.4,5,-0.4946428571428572,1372,-578.6500000000001
1075,,0.5,1.0,True,0.4,6,-0.5118899082568806,545,-178.97999999999996
1076,,0.5,1.0,True,0.4,7,-0.4977719033232628,1324,-559.05
1077,,0.5,1.0,True,0.4,8,-0.5072384615384614,1300,-559.4099999999999
1078,,0.5,1.0,True,0.4,9,-0.5160811865729897,1281,-561.0999999999999
1079,,0.5,1.0,True,0.4,10,-0.514403815580286,1258,-547.1199999999999
1080,,0.5,1.0,False,0.1,1,-0.11323699421965319,519,41.22999999999999
1081,,0.5,1.0,False,0.1,2,-0.18672566371681437,113,78.89999999999998
1082,,0.5,1.0,False,0.1,3,-0.15244755244755243,143,78.2
1083,,0.5,1.0,False,0.1,4,0.060284810126582586,316,119.0500000000001
1084,,0.5,1.0,False,0.1,5,-0.11261194029850749,134,84.91
1085,,0.5,1.0,False,0.1,6,-0.16336283185840728,113,81.53999999999998
1086,,0.5,1.0,False,0.1,7,-0.0017391304347824529,299,99.48000000000005
1087,,0.5,1.0,False,0.1,8,0.013280254777070295,314,104.17000000000007
1088,,0.5,1.0,False,0.1,9,0.009967105263158133,304,103.03000000000007
1089,,0.5,1.0,False,0.1,10,-0.20918181818181836,110,76.98999999999998
1090,,0.5,1.0,False,0.2,1,-0.06691287878787872,1056,29.340000000000074
1091,,0.5,1.0,False,0.2,2,-0.099535519125683,732,27.14000000000005
1092,,0.5,1.0,False,0.2,3,-0.06004115226337427,243,85.41000000000005
1093,,0.5,1.0,False,0.2,4,-0.09852734922861141,713,29.75000000000007
1094,,0.5,1.0,False,0.2,5,-0.0895804195804194,286,74.38000000000005
1095,,0.5,1.0,False,0.2,6,-0.052240663900414715,241,87.41000000000005
1096,,0.5,1.0,False,0.2,7,-0.10522336769759433,291,69.38000000000005
1097,,0.5,1.0,False,0.2,8,-0.10508650519031124,289,69.63000000000005
1098,,0.5,1.0,False,0.2,9,-0.10817241379310327,290,68.63000000000005
1099,,0.5,1.0,False,0.2,10,-0.10774744027303737,293,68.43000000000005
1100,,0.5,1.0,False,0.3,1,-0.3677685421994884,1564,-475.1899999999999
1101,,0.5,1.0,False,0.3,2,-0.4177181208053692,447,-86.72000000000001
1102,,0.5,1.0,False,0.3,3,-0.41140311804008917,449,-84.72000000000001
1103,,0.5,1.0,False,0.3,4,-0.4002994791666666,768,-207.42999999999995
1104,,0.5,1.0,False,0.3,5,-0.41008928571428577,448,-83.72000000000001
1105,,0.5,1.0,False,0.3,6,-0.38373205741626804,418,-60.40000000000002
1106,,0.5,1.0,False,0.3,7,-0.41008928571428577,448,-83.72000000000001
1107,,0.5,1.0,False,0.3,8,-0.38666666666666677,420,-62.40000000000002
1108,,0.5,1.0,False,0.3,9,-0.38666666666666677,420,-62.40000000000002
1109,,0.5,1.0,False,0.3,10,-0.42610766045548654,966,-311.62
1110,,0.5,1.0,False,0.4,1,-0.5338438438438438,1998,-966.6199999999999
1111,,0.5,1.0,False,0.4,2,-0.5031660899653978,578,-190.82999999999996
1112,,0.5,1.0,False,0.4,3,-0.5252687569988801,1786,-838.1299999999999
1113,,0.5,1.0,False,0.4,4,-0.4878468208092486,1384,-575.1800000000001
1114,,0.5,1.0,False,0.4,5,-0.5419891891891891,925,-401.3399999999999
1115,,0.5,1.0,False,0.4,6,-0.543231638418079,885,-380.75999999999993
1116,,0.5,1.0,False,0.4,7,-0.4977719033232628,1324,-559.05
1117,,0.5,1.0,False,0.4,8,-0.518552548772813,1589,-723.9799999999999
1118,,0.5,1.0,False,0.4,9,-0.5119392523364485,1284,-557.3299999999999
1119,,0.5,1.0,False,0.4,10,-0.5117460317460317,1260,-544.8
1120,,0.5,10.0,True,0.1,1,-0.10224528301886793,530,45.809999999999995
1121,,0.5,10.0,True,0.1,2,-0.12902985074626871,134,82.71
1122,,0.5,10.0,True,0.1,3,-0.15244755244755243,143,78.2
1123,,0.5,10.0,True,0.1,4,-0.1682300884955754,113,80.98999999999998
1124,,0.5,10.0,True,0.1,5,-0.17776785714285737,112,80.08999999999997
1125,,0.5,10.0,True,0.1,6,-0.11261194029850749,134,84.91
1126,,0.5,10.0,True,0.1,7,-0.2131531531531534,111,76.33999999999997
1127,,0.5,10.0,True,0.1,8,-0.127925925925926,135,82.72999999999999
1128,,0.5,10.0,True,0.1,9,-0.008458781362006963,279,97.64000000000006
1129,,0.5,10.0,True,0.1,10,0.02929530201342307,298,108.73000000000008
1130,,0.5,10.0,True,0.2,1,-0.06536585365853652,1066,30.320000000000064
1131,,0.5,10.0,True,0.2,2,-0.09743859649122791,285,72.23000000000005
1132,,0.5,10.0,True,0.2,3,-0.07978813559322023,708,43.510000000000076
1133,,0.5,10.0,True,0.2,4,-0.09018705035971207,695,37.32000000000011
1134,,0.5,10.0,True,0.2,5,-0.12856328392246294,877,-12.75
1135,,0.5,10.0,True,0.2,6,-0.08638596491228052,285,75.38000000000005
1136,,0.5,10.0,True,0.2,7,-0.10522336769759433,291,69.38000000000005
1137,,0.5,10.0,True,0.2,8,-0.10835714285714267,280,69.66000000000005
1138,,0.5,10.0,True,0.2,9,-0.10817241379310327,290,68.63000000000005
1139,,0.5,10.0,True,0.2,10,-0.13185714285714284,630,16.930000000000014
1140,,0.5,10.0,True,0.3,1,-0.3634545454545453,1595,-479.7099999999998
1141,,0.5,10.0,True,0.3,2,-0.4166666666666667,384,-60.0
1142,,0.5,10.0,True,0.3,3,-0.42089579524680076,1094,-360.46000000000004
1143,,0.5,10.0,True,0.3,4,-0.41430355427473586,1041,-331.29
1144,,0.5,10.0,True,0.3,5,-0.4214948453608247,1358,-472.39
1145,,0.5,10.0,True,0.3,6,-0.3820289855072464,345,-31.800000000000026
1146,,0.5,10.0,True,0.3,7,-0.3528700906344411,662,-133.6
1147,,0.5,10.0,True,0.3,8,-0.4034098939929328,1132,-356.6599999999999
1148,,0.5,10.0,True,0.3,9,-0.38666666666666677,420,-62.40000000000002
1149,,0.5,10.0,True,0.3,10,-0.3854631828978623,421,-62.280000000000015
1150,,0.5,10.0,True,0.4,1,-0.5377604903347477,2121,-1040.59
1151,,0.5,10.0,True,0.4,2,-0.48920454545454545,1496,-631.85
1152,,0.5,10.0,True,0.4,3,-0.4894101508916323,1458,-613.56
1153,,0.5,10.0,True,0.4,4,-0.48924801156905284,1383,-576.6300000000001
1154,,0.5,10.0,True,0.4,5,-0.49486151603498535,1372,-578.9499999999999
1155,,0.5,10.0,True,0.4,6,-0.5138786764705882,544,-179.54999999999995
1156,,0.5,10.0,True,0.4,7,-0.499244142101285,1323,-560.5
1157,,0.5,10.0,True,0.4,8,-0.5319976076555023,836,-344.74999999999994
1158,,0.5,10.0,True,0.4,9,-0.5145475819032761,1282,-559.65
1159,,0.5,10.0,True,0.4,10,-0.5140175019888623,1257,-546.1199999999999
1160,,0.5,10.0,False,0.1,1,-0.09636871508379892,537,48.24999999999998
1161,,0.5,10.0,False,0.1,2,-0.2008695652173915,115,76.89999999999998
1162,,0.5,10.0,False,0.1,3,-0.1682300884955754,113,80.98999999999998
1163,,0.5,10.0,False,0.1,4,-0.15244755244755243,143,78.2
1164,,0.5,10.0,False,0.1,5,-0.11261194029850749,134,84.91
1165,,0.5,10.0,False,0.1,6,-0.10103703703703704,135,86.36
1166,,0.5,10.0,False,0.1,7,-0.1256617647058824,136,82.91
1167,,0.5,10.0,False,0.1,8,0.013280254777070295,314,104.17000000000007
1168,,0.5,10.0,False,0.1,9,-0.127925925925926,135,82.72999999999999
1169,,0.5,10.0,False,0.1,10,0.024511784511784755,297,107.28000000000007
1170,,0.5,10.0,False,0.2,1,-0.0650141643059489,1059,31.150000000000105
1171,,0.5,10.0,False,0.2,2,-0.098931506849315,730,27.780000000000065
1172,,0.5,10.0,False,0.2,3,-0.07150406504065018,246,82.41000000000005
1173,,0.5,10.0,False,0.2,4,-0.09149425287356304,696,36.32000000000012
1174,,0.5,10.0,False,0.2,5,-0.08638596491228052,285,75.38000000000005
1175,,0.5,10.0,False,0.2,6,-0.11324503311258265,302,65.80000000000004
1176,,0.5,10.0,False,0.2,7,-0.10213793103448258,290,70.38000000000005
1177,,0.5,10.0,False,0.2,8,-0.10817241379310327,290,68.63000000000005
1178,,0.5,10.0,False,0.2,9,-0.10817241379310327,290,68.63000000000005
1179,,0.5,10.0,False,0.2,10,-0.10320689655172396,290,70.07000000000005
1180,,0.5,10.0,False,0.3,1,-0.37011795543905623,1526,-464.79999999999984
1181,,0.5,10.0,False,0.3,2,-0.41190361445783125,830,-241.87999999999994
1182,,0.5,10.0,False,0.3,3,-0.41140311804008917,449,-84.72000000000001
1183,,0.5,10.0,False,0.3,4,-0.38225419664268595,417,-59.40000000000002
1184,,0.5,10.0,False,0.3,5,-0.38225419664268595,417,-59.40000000000002
1185,,0.5,10.0,False,0.3,6,-0.38373205741626804,418,-60.40000000000002
1186,,0.5,10.0,False,0.3,7,-0.38875000000000004,344,-33.73000000000003
1187,,0.5,10.0,False,0.3,8,-0.38666666666666677,420,-62.40000000000002
1188,,0.5,10.0,False,0.3,9,-0.38666666666666677,420,-62.40000000000002
1189,,0.5,10.0,False,0.3,10,-0.43611278952668686,993,-333.06000000000006
1190,,0.5,10.0,False,0.4,1,-0.5400575263662512,2086,-1026.56
1191,,0.5,10.0,False,0.4,2,-0.5031660899653978,578,-190.82999999999996
1192,,0.5,10.0,False,0.4,3,-0.49315492957746476,1420,-600.28
1193,,0.5,10.0,False,0.4,4,-0.4878468208092486,1384,-575.1800000000001
1194,,0.5,10.0,False,0.4,5,-0.5315368639667705,963,-411.86999999999995
1195,,0.5,10.0,False,0.4,6,-0.5008463251670378,1347,-574.6399999999999
1196,,0.5,10.0,False,0.4,7,-0.5156593406593406,546,-181.54999999999995
1197,,0.5,10.0,False,0.4,8,-0.5089761354888375,1299,-561.1599999999999
1198,,0.5,10.0,False,0.4,9,-0.5136080586080585,546,-180.42999999999995
1199,,0.5,10.0,False,0.4,10,-0.5155812101910827,1256,-547.5699999999999
1200,,1.0,0.01,True,0.1,1,-0.10759849906191371,533,42.64999999999999
1201,,1.0,0.01,True,0.1,2,-0.18672566371681437,113,78.89999999999998
1202,,1.0,0.01,True,0.1,3,-0.14131944444444441,144,79.65
1203,,1.0,0.01,True,0.1,4,-0.1682300884955754,113,80.98999999999998
1204,,1.0,0.01,True,0.1,5,-0.17776785714285737,112,80.08999999999997
1205,,1.0,0.01,True,0.1,6,-0.11261194029850749,134,84.91
1206,,1.0,0.01,True,0.1,7,-0.19830357142857163,112,77.78999999999998
1207,,1.0,0.01,True,0.1,8,-0.11632352941176476,136,84.17999999999999
1208,,1.0,0.01,True,0.1,9,0.014688524590164181,305,104.48000000000008
1209,,1.0,0.01,True,0.1,10,-0.12277372262773728,137,83.17999999999999
1210,,1.0,0.01,True,0.2,1,-0.06837253057384753,1063,27.32000000000008
1211,,1.0,0.01,True,0.2,2,-0.09099719101123577,712,35.210000000000136
1212,,1.0,0.01,True,0.2,3,-0.11617161716171603,303,64.80000000000004
1213,,1.0,0.01,True,0.2,4,-0.09534965034965019,286,72.73000000000005
1214,,1.0,0.01,True,0.2,5,-0.10416666666666656,696,27.50000000000007
1215,,1.0,0.01,True,0.2,6,-0.0895804195804194,286,74.38000000000005
1216,,1.0,0.01,True,0.2,7,-0.10522336769759433,291,69.38000000000005
1217,,1.0,0.01,True,0.2,8,-0.11570552147239255,652,24.560000000000066
1218,,1.0,0.01,True,0.2,9,-0.10817241379310327,290,68.63000000000005
1219,,1.0,0.01,True,0.2,10,-0.10628865979381426,291,69.07000000000005
1220,,1.0,0.01,True,0.3,1,-0.36384039900249365,1604,-483.5999999999998
1221,,1.0,0.01,True,0.3,2,-0.40317689530685924,1108,-346.72
1222,,1.0,0.01,True,0.3,3,-0.38631428571428583,350,-35.21000000000002
1223,,1.0,0.01,True,0.3,4,-0.41008928571428577,448,-83.72000000000001
1224,,1.0,0.01,True,0.3,5,-0.41008928571428577,448,-83.72000000000001
1225,,1.0,0.01,True,0.3,6,-0.41582104228121924,1017,-322.89
1226,,1.0,0.01,True,0.3,7,-0.3895734597156399,422,-64.40000000000002
1227,,1.0,0.01,True,0.3,8,-0.38666666666666677,420,-62.40000000000002
1228,,1.0,0.01,True,0.3,9,-0.38666666666666677,420,-62.40000000000002
1229,,1.0,0.01,True,0.3,10,-0.42610766045548654,966,-311.62
1230,,1.0,0.01,True,0.4,1,-0.5251577955723032,2123,-1014.91
1231,,1.0,0.01,True,0.4,2,-0.5031660899653978,578,-190.82999999999996
1232,,1.0,0.01,True,0.4,3,-0.4890597117364447,1457,-612.56
1233,,1.0,0.01,True,0.4,4,-0.48257905832747716,1423,-586.71
1234,,1.0,0.01,True,0.4,5,-0.49486151603498535,1372,-578.9499999999999
1235,,1.0,0.01,True,0.4,6,-0.5118899082568806,545,-178.97999999999996
1236,,1.0,0.01,True,0.4,7,-0.4977719033232628,1324,-559.05
1237,,1.0,0.01,True,0.4,8,-0.518552548772813,1589,-723.9799999999999
1238,,1.0,0.01,True,0.4,9,-0.5157031249999999,1280,-560.0999999999999
1239,,1.0,0.01,True,0.4,10,-0.514774193548387,1240,-538.3199999999999
1240,,1.0,0.01,False,0.1,1,-0.0997297297297298,518,48.33999999999997
1241,,1.0,0.01,False,0.1,2,-0.15244755244755243,143,78.2
1242,,1.0,0.01,False,0.1,3,-0.15244755244755243,143,78.2
1243,,1.0,0.01,False,0.1,4,-0.12248120300751884,133,83.71
1244,,1.0,0.01,False,0.1,5,-0.15244755244755243,143,78.2
1245,,1.0,0.01,False,0.1,6,-0.11261194029850749,134,84.91
1246,,1.0,0.01,False,0.1,7,-0.1256617647058824,136,82.91
1247,,1.0,0.01,False,0.1,8,-0.127925925925926,135,82.72999999999999
1248,,1.0,0.01,False,0.1,9,0.009967105263158133,304,103.03000000000007
1249,,1.0,0.01,False,0.1,10,-0.13433823529411773,136,81.72999999999999
1250,,1.0,0.01,False,0.2,1,-0.07146455223880589,1072,23.390000000000086
1251,,1.0,0.01,False,0.2,2,-0.098931506849315,730,27.780000000000065
1252,,1.0,0.01,False,0.2,3,-0.10372822299651552,287,70.23000000000005
1253,,1.0,0.01,False,0.2,4,-0.0888760806916425,694,38.32000000000011
1254,,1.0,0.01,False,0.2,5,-0.10287769784172651,695,28.50000000000007
1255,,1.0,0.01,False,0.2,6,-0.05615702479338821,242,86.41000000000005
1256,,1.0,0.01,False,0.2,7,-0.0995974235104668,621,38.15000000000012
1257,,1.0,0.01,False,0.2,8,-0.10508650519031124,289,69.63000000000005
1258,,1.0,0.01,False,0.2,9,-0.11217391304347817,644,27.760000000000062
1259,,1.0,0.01,False,0.2,10,-0.10320689655172396,290,70.07000000000005
1260,,1.0,0.01,False,0.3,1,-0.3617159763313608,1521,-450.16999999999985
1261,,1.0,0.01,False,0.3,2,-0.4006486486486487,1110,-344.72
1262,,1.0,0.01,False,0.3,3,-0.41140311804008917,449,-84.72000000000001
1263,,1.0,0.01,False,0.3,4,-0.41430355427473586,1041,-331.29
1264,,1.0,0.01,False,0.3,5,-0.41794230769230767,1040,-334.65999999999997
1265,,1.0,0.01,False,0.3,6,-0.38373205741626804,418,-60.40000000000002
1266,,1.0,0.01,False,0.3,7,-0.3895734597156399,422,-64.40000000000002
1267,,1.0,0.01,False,0.3,8,-0.4294939271255061,988,-324.34000000000003
1268,,1.0,0.01,False,0.3,9,-0.4313163265306123,980,-322.69000000000005
1269,,1.0,0.01,False,0.3,10,-0.42610766045548654,966,-311.62
1270,,1.0,0.01,False,0.4,1,-0.5391035165923723,2019,-988.4499999999999
1271,,1.0,0.01,False,0.4,2,-0.5031660899653978,578,-190.82999999999996
1272,,1.0,0.01,False,0.4,3,-0.5031660899653978,578,-190.82999999999996
1273,,1.0,0.01,False,0.4,4,-0.4878468208092486,1384,-575.1800000000001
1274,,1.0,0.01,False,0.4,5,-0.5132421652421651,1755,-800.7399999999999
1275,,1.0,0.01,False,0.4,6,-0.5178106508875739,1690,-775.0999999999999
1276,,1.0,0.01,False,0.4,7,-0.5141818181818181,550,-182.79999999999995
1277,,1.0,0.01,False,0.4,8,-0.5174632352941175,544,-181.49999999999994
1278,,1.0,0.01,False,0.4,9,-0.5145475819032761,1282,-559.65
1279,,1.0,0.01,False,0.4,10,-0.514403815580286,1258,-547.1199999999999
1280,,1.0,0.1,True,0.1,1,-0.10160541586073504,517,47.469999999999985
1281,,1.0,0.1,True,0.1,2,-0.16413793103448274,145,76.2
1282,,1.0,0.1,True,0.1,3,-0.11733333333333336,135,84.16
1283,,1.0,0.1,True,0.1,4,-0.1682300884955754,113,80.98999999999998
1284,,1.0,0.1,True,0.1,5,-0.11261194029850749,134,84.91
1285,,1.0,0.1,True,0.1,6,-0.17776785714285737,112,80.08999999999997
1286,,1.0,0.1,True,0.1,7,0.01867283950617305,324,106.05000000000007
1287,,1.0,0.1,True,0.1,8,-0.127925925925926,135,82.72999999999999
1288,,1.0,0.1,True,0.1,9,0.009967105263158133,304,103.03000000000007
1289,,1.0,0.1,True,0.1,10,-0.13433823529411773,136,81.72999999999999
1290,,1.0,0.1,True,0.2,1,-0.07444874274661502,1034,23.020000000000067
1291,,1.0,0.1,True,0.2,2,-0.098931506849315,730,27.780000000000065
1292,,1.0,0.1,True,0.2,3,-0.06004115226337427,243,85.41000000000005
1293,,1.0,0.1,True,0.2,4,-0.0888760806916425,694,38.32000000000011
1294,,1.0,0.1,True,0.2,5,-0.08995384615384602,650,41.530000000000086
1295,,1.0,0.1,True,0.2,6,-0.08638596491228052,285,75.38000000000005
1296,,1.0,0.1,True,0.2,7,-0.10363013698630119,292,69.74000000000005
1297,,1.0,0.1,True,0.2,8,-0.057458333333333125,240,86.21000000000005
1298,,1.0,0.1,True,0.2,9,-0.1107931570762052,643,28.760000000000062
1299,,1.0,0.1,True,0.2,10,-0.10320689655172396,290,70.07000000000005
1300,,1.0,0.1,True,0.3,1,-0.3610420590081606,1593,-475.1399999999998
1301,,1.0,0.1,True,0.3,2,-0.4190178571428572,448,-87.72000000000001
1302,,1.0,0.1,True,0.3,3,-0.41140311804008917,449,-84.72000000000001
1303,,1.0,0.1,True,0.3,4,-0.42500932835820904,1072,-355.61000000000007
1304,,1.0,0.1,True,0.3,5,-0.4285527544351074,1071,-358.98
1305,,1.0,0.1,True,0.3,6,-0.41582104228121924,1017,-322.89
1306,,1.0,0.1,True,0.3,7,-0.3895734597156399,422,-64.40000000000002
1307,,1.0,0.1,True,0.3,8,-0.4294939271255061,988,-324.34000000000003
1308,,1.0,0.1,True,0.3,9,-0.4084234234234234,1110,-353.34999999999997
1309,,1.0,0.1,True,0.3,10,-0.3854631828978623,421,-62.280000000000015
1310,,1.0,0.1,True,0.4,1,-0.5297715373631604,2101,-1013.05
1311,,1.0,0.1,True,0.4,2,-0.5031660899653978,578,-190.82999999999996
1312,,1.0,0.1,True,0.4,3,-0.5052604166666667,576,-191.02999999999997
1313,,1.0,0.1,True,0.4,4,-0.48414908579465543,1422,-588.46
1314,,1.0,0.1,True,0.4,5,-0.4952700729927007,1370,-578.52
1315,,1.0,0.1,True,0.4,6,-0.5077472527472526,546,-177.22999999999996
1316,,1.0,0.1,True,0.4,7,-0.5201465201465201,546,-183.99999999999994
1317,,1.0,0.1,True,0.4,8,-0.5089761354888375,1299,-561.1599999999999
1318,,1.0,0.1,True,0.4,9,-0.5134684333593141,1283,-558.78
1319,,1.0,0.1,True,0.4,10,-0.514403815580286,1258,-547.1199999999999
1320,,1.0,0.1,False,0.1,1,-0.1014007782101168,514,47.87999999999997
1321,,1.0,0.1,False,0.1,2,0.03139601139601167,351,111.0200000000001
1322,,1.0,0.1,False,0.1,3,-0.12902985074626871,134,82.71
1323,,1.0,0.1,False,0.1,4,0.06479166666666687,336,121.77000000000007
1324,,1.0,0.1,False,0.1,5,-0.11261194029850749,134,84.91
1325,,1.0,0.1,False,0.1,6,-0.11261194029850749,134,84.91
1326,,1.0,0.1,False,0.1,7,-0.1256617647058824,136,82.91
1327,,1.0,0.1,False,0.1,8,0.0007931034482760718,290,100.23000000000006
1328,,1.0,0.1,False,0.1,9,0.009967105263158133,304,103.03000000000007
1329,,1.0,0.1,False,0.1,10,0.024511784511784755,297,107.28000000000007
1330,,1.0,0.1,False,0.2,1,-0.06539831302717895,1067,30.220000000000056
1331,,1.0,0.1,False,0.2,2,-0.09227208976157064,713,34.210000000000136
1332,,1.0,0.1,False,0.2,3,-0.11324503311258265,302,65.80000000000004
1333,,1.0,0.1,False,0.2,4,-0.08897887323943646,284,74.73000000000005
1334,,1.0,0.1,False,0.2,5,-0.1015850144092218,694,29.50000000000007
1335,,1.0,0.1,False,0.2,6,-0.05615702479338821,242,86.41000000000005
1336,,1.0,0.1,False,0.2,7,-0.09903114186851193,289,71.38000000000005
1337,,1.0,0.1,False,0.2,8,-0.11570552147239255,652,24.560000000000066
1338,,1.0,0.1,False,0.2,9,-0.10508650519031124,289,69.63000000000005
1339,,1.0,0.1,False,0.2,10,-0.10628865979381426,291,69.07000000000005
1340,,1.0,0.1,False,0.3,1,-0.36913341645885284,1604,-492.08999999999986
1341,,1.0,0.1,False,0.3,2,-0.41140311804008917,449,-84.72000000000001
1342,,1.0,0.1,False,0.3,3,-0.40546378653113074,787,-219.09999999999994
1343,,1.0,0.1,False,0.3,4,-0.41008928571428577,448,-83.72000000000001
1344,,1.0,0.1,False,0.3,5,-0.41794230769230767,1040,-334.65999999999997
1345,,1.0,0.1,False,0.3,6,-0.41582104228121924,1017,-322.89
1346,,1.0,0.1,False,0.3,7,-0.3528700906344411,662,-133.6
1347,,1.0,0.1,False,0.3,8,-0.4294939271255061,988,-324.34000000000003
1348,,1.0,0.1,False,0.3,9,-0.38666666666666677,420,-62.40000000000002
1349,,1.0,0.1,False,0.3,10,-0.3854631828978623,421,-62.280000000000015
1350,,1.0,0.1,False,0.4,1,-0.5396413402548372,2119,-1043.5
1351,,1.0,0.1,False,0.4,2,-0.5023050259965337,577,-189.82999999999996
1352,,1.0,0.1,False,0.4,3,-0.5206851464435146,1912,-895.55
1353,,1.0,0.1,False,0.4,4,-0.4837860661505981,1421,-587.4599999999999
1354,,1.0,0.1,False,0.4,5,-0.49486151603498535,1372,-578.9499999999999
1355,,1.0,0.1,False,0.4,6,-0.5004754829123328,1346,-573.6399999999999
1356,,1.0,0.1,False,0.4,7,-0.5145620437956203,548,-181.97999999999996
1357,,1.0,0.1,False,0.4,8,-0.5183486238532109,545,-182.49999999999994
1358,,1.0,0.1,False,0.4,9,-0.5119392523364485,1284,-557.3299999999999
1359,,1.0,0.1,False,0.4,10,-0.514403815580286,1258,-547.1199999999999
1360,,1.0,0.5,True,0.1,1,-0.10352272727272731,528,45.33999999999998
1361,,1.0,0.5,True,0.1,2,-0.14183823529411768,136,80.71
1362,,1.0,0.5,True,0.1,3,-0.1682300884955754,113,80.98999999999998
1363,,1.0,0.5,True,0.1,4,-0.11074626865671644,134,85.16
1364,,1.0,0.5,True,0.1,5,-0.11261194029850749,134,84.91
1365,,1.0,0.5,True,0.1,6,-0.17776785714285737,112,80.08999999999997
1366,,1.0,0.5,True,0.1,7,0.023076923076923297,325,107.50000000000007
1367,,1.0,0.5,True,0.1,8,0.013280254777070295,314,104.17000000000007
1368,,1.0,0.5,True,0.1,9,0.014688524590164181,305,104.48000000000008
1369,,1.0,0.5,True,0.1,10,0.02929530201342307,298,108.73000000000008
1370,,1.0,0.5,True,0.2,1,-0.06972485768500943,1054,26.510000000000062
1371,,1.0,0.5,True,0.2,2,-0.110299003322259,301,66.80000000000004
1372,,1.0,0.5,True,0.2,3,-0.09743859649122791,285,72.23000000000005
1373,,1.0,0.5,True,0.2,4,-0.09217543859649106,285,73.73000000000005
1374,,1.0,0.5,True,0.2,5,-0.09118055555555538,288,73.74000000000005
1375,,1.0,0.5,True,0.2,6,-0.08638596491228052,285,75.38000000000005
1376,,1.0,0.5,True,0.2,7,-0.06733606557377028,244,83.57000000000005
1377,,1.0,0.5,True,0.2,8,-0.10197916666666648,288,70.63000000000005
1378,,1.0,0.5,True,0.2,9,-0.11123711340206167,291,67.63000000000005
1379,,1.0,0.5,True,0.2,10,-0.10934931506849298,292,68.07000000000005
1380,,1.0,0.5,True,0.3,1,-0.36753415744957707,1537,-464.9
1381,,1.0,0.5,True,0.3,2,-0.4006486486486487,1110,-344.72
1382,,1.0,0.5,True,0.3,3,-0.40955263157894733,380,-55.63000000000001
1383,,1.0,0.5,True,0.3,4,-0.38225419664268595,417,-59.40000000000002
1384,,1.0,0.5,True,0.3,5,-0.41301431801055005,1327,-448.06999999999994
1385,,1.0,0.5,True,0.3,6,-0.38373205741626804,418,-60.40000000000002
1386,,1.0,0.5,True,0.3,7,-0.3895734597156399,422,-64.40000000000002
1387,,1.0,0.5,True,0.3,8,-0.38666666666666677,420,-62.40000000000002
1388,,1.0,0.5,True,0.3,9,-0.4313163265306123,980,-322.69000000000005
1389,,1.0,0.5,True,0.3,10,-0.3854631828978623,421,-62.280000000000015
1390,,1.0,0.5,True,0.4,1,-0.5327424913835549,2031,-981.9999999999999
1391,,1.0,0.5,True,0.4,2,-0.5023050259965337,577,-189.82999999999996
1392,,1.0,0.5,True,0.4,3,-0.5532591876208897,1034,-472.07
1393,,1.0,0.5,True,0.4,4,-0.5176252319109461,539,-178.99999999999994
1394,,1.0,0.5,True,0.4,5,-0.5128782287822877,542,-177.97999999999996
1395,,1.0,0.5,True,0.4,6,-0.543231638418079,885,-380.75999999999993
1396,,1.0,0.5,True,0.4,7,-0.5147015834348355,1642,-745.1399999999999
1397,,1.0,0.5,True,0.4,8,-0.518552548772813,1589,-723.9799999999999
1398,,1.0,0.5,True,0.4,9,-0.5144391785150079,1266,-551.28
1399,,1.0,0.5,True,0.4,10,-0.5159665871121718,1257,-548.5699999999999
1400,,1.0,0.5,False,0.1,1,-0.1114842300556586,539,39.91000000000001
1401,,1.0,0.5,False,0.1,2,-0.15244755244755243,143,78.2
1402,,1.0,0.5,False,0.1,3,-0.19278688524590173,122,76.47999999999999
1403,,1.0,0.5,False,0.1,4,-0.12248120300751884,133,83.71
1404,,1.0,0.5,False,0.1,5,-0.16336283185840728,113,81.53999999999998
1405,,1.0,0.5,False,0.1,6,-0.10103703703703704,135,86.36
1406,,1.0,0.5,False,0.1,7,-0.1256617647058824,136,82.91
1407,,1.0,0.5,False,0.1,8,0.013280254777070295,314,104.17000000000007
1408,,1.0,0.5,False,0.1,9,-0.11632352941176476,136,84.17999999999999
1409,,1.0,0.5,False,0.1,10,0.009372693726937503,271,102.54000000000006
1410,,1.0,0.5,False,0.2,1,-0.06926136363636358,1056,26.860000000000056
1411,,1.0,0.5,False,0.2,2,-0.09426056338028152,284,73.23000000000005
1412,,1.0,0.5,False,0.2,3,-0.0638934426229506,244,84.41000000000005
1413,,1.0,0.5,False,0.2,4,-0.09217543859649106,285,73.73000000000005
1414,,1.0,0.5,False,0.2,5,-0.08638596491228052,285,75.38000000000005
